Comment;Sentimen
Kenapa tak suruh koko ri dan wan win nur bayar...tak akan hanya koar koar saja lebih😂😂😂😂😂😂😂;Negatif
Sampai tak mampu bayar utang....itu la penting nya ijazah asli...kerana ijazah palsu buat projek tak guna akal sihat guna kepala lutut mikir...akhir nya tak mampu bayar utang...ijazah nya saja palsu😂😂😂😂😂;Negatif
Jokowi hrs bertanggu jawab,hukum dia !!!Karena sdh banyak merugikan rakyat.!!;Negatif
Tagih sama yang punya Ide dan yang ngotot tetep mau merealisasikan kereta cepat ini , orangnya ada di Solo , minimal harus dipanggil untuk dimintai pertanggungjawaban ,;Negatif
Kasihan presiden prabowo terbebani, hutang kereta whoss, ikn, lalu semua ini tanggung jawab nya siapa coba, kasihan nggak tanggung2 hutang nya, ada bungah nya lagi. Lagian siapa yg menyuruh membangun kereta whoss itu.;Positif
"Bagi bagi tugas dong... Untuk membuka dosa-dosa Jokowi ;
1. TPUA tugasnya Ijazah Palsu
2. Tempo tugasnya Dosa Kereta Cepat.
3. Kompas tugas Dosa relawan Jokowi
4. Mahasiswa tugas mengawal legislatif dan Yudikatif, Eksekutif 
5.Masyarakat tugasnya memviralkan.
😂😂😂😂";Negatif
Selama generasi boomers ini masih ada masih ada juga pendukung mulyono.;Negatif
Suruh Jokowi-Luhut dengan semua Termul dan Buzzernya utk bayar utangnya !!!;Negatif
Jika memang presiden berani segera usut tuntas history pengadaan Whoosh.. Tangkap pelaku yg merugikan negara;Negatif
Jangan menggunakan APBN untuk membayar kereta cepat... dukung Mentri Purbaya yang berpihak pada rakyat;Negatif
bisa buat bikin kereta lintas sumatera, kalimantan, sulawesi, nusa tenggara, bali, papua manfaat lebih banyak milih yg sedikit dan untuk kaum menengah atas otaknya konslet termul😂;Negatif
Mangan presiden nyusahkan rakyat buat suatu project gak untung malah buntung ini presiden cap apaan kan memalukan banget;Negatif
Kenapa pusing sih. Itu di saku pak jkw ada 11rb trilyun. Tinggal bilang aja utang kecil gitu kok ga bisa bayar.;Negatif
Sok sok an pancen si joko ndugali😂;Negatif
"KENAPA HARUS PUSING?
UTANG CUMA BELASAN TRILYUN SAJA KOK PUSING?

SITA UANG NEGARA YANG DIRAMPOK KORUPTOR MIGAS (RIZA CHALID), JUMLAHNYA KAN RATUSAN TRILYUN!

SELESAI URUSAN.";Negatif
"Hiiiiduuuuuuuup JOKOWI...
😂😂😂😂";Negatif
Yang masih bela jokowi kumpul disini, kumpulin uang balikin utang;Negatif
Untungnya untuk siapa dan bebannya utangnya ditanggung dong sama yang menerimanya jangan dilemparkan kerakyat (APBN);Negatif
Jokowi - Luhut adl tokoh elit yg tanam bom waktu kepada Presiden Prabowo... Strategi licik!!;Negatif
Brarti...dilanjutkan dgn cara berbohong😂;Negatif
"Mana nih SUARA JOKOWI, LUHUT, MANTAN MENHUB,,,, tentang KCIC.
BAYAR TUH UTANGNYA, JANGAN DIBEBANKAN KEPADA RAKYAT VIA APBN !!!!";Negatif
Omon Omon aza gak brani buat tindakan rakyat butuh nyata bukan Omon Omon....;Negatif
wkwkwk.. mana suaranya yang ngenyel negara jiran karna ga punya kereta cepat? sekarang lu pada udah ngerti kan bahwa kereta cepat itu bukan keperluan utama, malah hanya kemahuan pak jokowi.. ngutang terus.. jual aja natuna ke China..;Negatif
Jelaskan Jokowi yg menghancurkan Prabowo..jadi Prabowo harus sikat geng solo secepatnyabiar dia aman😊😊😊;Negatif
Tenang ada Mulyono lah ntar kalo di tanya simulyono kok tanya saya kan yg penting anak gua jadi wapres lah utang mang ngak dipikirin lah yg penting' mah berkuasa karena haus kekuasaan;Negatif
hidupppp gibran 😂;Negatif
Klo wartawan ketemu pak jokowi di solo, tolong tanyain terkait KCIC ini ya.. Pengen tau komen beliau ketika sdh tdk jd presiden;Negatif
Ga habis PIKIR gmn cara PEJABAT2 itu mikir kmrn 👊😡. Keuangan Negara (APBN) JELAS!! TDK BOLEH dicampur sm urusan BISNIS. Itu jelas beda dan akan sangat BERBAHAYA jk tetap dilakukan. Keuangan Negara (APBN) HARUS DIPISAH!!! WAJIB DIPISAHKAN DR KEPENTINGAN APAPUN!!! KL GA BS MEMBAHAYAKAN SELURUH RAKYAT!!! ENAK AJAA KALIAN!!!;Negatif
Ga habis PIKIR gmn cara PEJABAT2 itu mikir kmrn 👊😡. Keuangan Negara (APBN) JELAS!! TDK BOLEH dicampur sm urusan BISNIS. Itu jelas beda dan akan sangat BERBAHAYA jk tetap dilakukan. Keuangan Negara (APBN) HARUS DIPISAH!!! WAJIB DIPISAHKAN DR KEPENTINGAN APAPUN!!! KL GA BS MEMBAHAYAKAN SELURUH RAKYAT!!! ENAK AJAA KALIAN!!!;Negatif
Ga habis PIKIR gmn cara PEJABAT2 itu mikir kmrn 👊😡. Keuangan Negara (APBN) JELAS!! TDK BOLEH dicampur sm urusan BISNIS. Itu jelas beda dan akan sangat BERBAHAYA jk tetap dilakukan. Keuangan Negara (APBN) HARUS DIPISAH!!! WAJIB DIPISAHKAN DR KEPENTINGAN APAPUN!!! KL GA BS MEMBAHAYAKAN SELURUH RAKYAT!!! ENAK AJAA KALIAN!!!;Negatif
Resiko pemerintahan PRABOWO karena saat PILPRES di endors Jokowi😂😂😂;Negatif
Awas bahaya'Laten Mulyono dan komplotan MAFIA GENK SOLO,karena akan selalu terus merongrong dan MENGGEMBOSI negara, MERUSAK negara dan menghancurkan BANGSA;Negatif
"Apanya yg pusing. Lah korupsi di BUMN aj bisa nyentuh 500 T negara ini masih nyantai kok. 
Kata Pusing itu tdk berlaku baginnegara kaya sor Indonesia. Jika uang negara saja bisa dikorupsi ratusan triliun ngapain pusing.";Negatif
Si jokowi n his gang hrs dimintai pertanggung jawabannya.;Negatif
Itu Luhut harus ikut memikirkan tentang hutang kereta cepat Whoos demi negara ini;Negatif
Udah jelas jokowi Cs yg punya utang selesaikan sendiri.....jangan libatkan APBN;Negatif
Jokowi sebagai Presiden dan juga sebagai pencetus Ide plus yang Berambisi pengadaan Kereta Cepat Jakarta Bandung jelas harus bertanggung Jawab, karena saat itu Menhub dan jajarannya jelas menolak, nah disini Jokowi ngotot entah apa dasarnya sehingga harus di laksanakan padahal anggarannya gak ada dan belum saatnya KCIC di bangun, jadi jelas Jokowi lah yang paling bertanggung jawab atas Hutang KCIC bukan rakyat ( dalam hal ini melalui Pajak yang dibayarkan Rakyat) lalu bagaimana nih para Penyannjung hasil pembangunan Jokowi setuju? ha ha ha ha ha;Negatif
Jangan mau bayar ...biar kodok yang bayar..luar biasa kerusakan ekonomi yg di lakukan kodokbatak. Negara bisa hancur sehancur hancurnya;Negatif
"Rakyat TIDAK SETUJU kalau utang kereta cepat ditanggung NEGARA.
AYOOOO SUARAKAN PENOLAKAN UTANG KCIC dibebanka ke APBN.
Pajak kita tidak boleh digunakan untuk menalangi hutang JOKOWI.
biar JOKOWI dan LUHUT yg nanggung.
Kan mereka berdua yg ngotot bangun kereta cepat";Negatif
terimakasih pak jokowi, 2030 semakin dekat. kluarga anda dapat fee nya. rakyat bayar hutangnya 🎉🎉🎉;Negatif
Gak penting mikirin APBN boncos, yg nanggung kan rakyat Indonesia, gak urusan ama anak dan cucu gue. He he he. Kenyang komisi 3 turunan donk.;Negatif
pecat sekarang juga Mentri keuangan. baru bikin gaduh negara mengadu domba presiden Prabowo dan p Jokowi proyek negara yg utangnya yg nyaur yang negara Mentri baru gantinya Sri Mulyani itu terinfeksi DNA RT16 dan RW 24 jadi cepat cepat di ganti karena buat gaduh s instruksi dari maling guna sacred bandit / malaekat Jibril cs ok ok uui;Positif
Ngoceh gak jelas, itu jelas proyek ngawur;Negatif
"Waktu bikin utang semangat, bahwa Kereta Cepat ini "" ide ini dari say"".
Giliran bayar.... koq ngilang? 
Jokowi... Jokowi!!";Negatif
aturan main harus dirubah, siapa yang ngutang dia yang bayar;Negatif
Jangan sampai jual tanah dan air Indonesia untuk bayar hutangnya rezim jkw;Negatif
Ngapain pusing2 suruh bayar itu Jokowi dan Luhut suruh bayar ke China bikin proyek koq tdk di pikir dampak nya;Negatif
"Harus ada Audit terhadap Pembangunan Proyek yang bermasalah , dari segi Cacat Hukum dan Cacat Prosedur .
Tentu Sebagian besar Rakyat tidak rela .
Bagian untungnya pada Pejabat dan Direksi dan Komisaris Perusahaan BUMN , namun ketika rugi dan terjadi beban dilempar kepada Negara yang menguras Uang Rakyat melalui APBN.
Lantas Rakyat manakah , akan rela ?";Negatif
2028 jebol;Negatif
6 juta penumpang dalam setahun? Coba dimonitor dg cermat.;Negatif
Tambah kussut dan berantakan negRi kita tercinta 😢😢😢;Negatif
"Kita flash back...
Pada masa pemerintahan Presiden Megawati Soekarnoputri, Indonesia membeli pesawat tempur Sukhoi jenis SU-27 dan SU-30 dari Rusia, serta helikopter tempur MI-35 dan kapal tempur Korvet Sigma Class III dan IV. Pembelian ini dilakukan pada saat Indonesia mengalami krisis keuangan.  Berapa biayanya? Tentu besar sekali, sekitar 150 Trilliun. Tidak ada manfaat langsung buat rakyat Indonesia,  dibiayai  APBN, tapi kita legowo aja....santuy... 

Sekarang bandingkan dg KCIC, sekitar 20 tahun kemudian,  biaya lebih kurang 110 Trilliun. Sangat bermanfaat dan menjadi kebanggan rakyat Indonesia....dihujat!
Soal bayar cicilan biar pemerintah dan DPR yg atur skemanya. Rakyat tinggal menikmati dg rasa bangga...
Buat rakyat kok itung2an untung rugi....dimana 2 pembangunan kereta super cepat ya luaaamaaaa BEP nya.... 

Sebagai warga negara Indonesia saya bangga Indonesia punya kereta cepat KCIC , walaupun sangat terlambat bila dibandingkan dg Shinkansen Jepang th 1964, TGV Perancis th 1981, ICE Jerman th 1991. Kalau bukan karena presiden Jokowi entah kapan kita punya kereta cepat. Kereta cepat ini salah satu upaya pemerintah untuk melayani kebutuhan masyarakat yg perlu alat transportasi masal yg cepat ,nyaman dan membuat rakyat Indonesia bangga. Animo masyarakat untuk menggunakan KCIC sangat tinggi, terbukti penumpang sangat banyak terutama weekend. Harus diakui presiden Jokowi memang visioner, terimakasih presiden Jokowi, you are the best!  
Panjang yaa.....iya biar lo paham !";Positif
panjang tapi ga ada poin;Negatif
"mengenai kreta cepat harus di telusur dari awal dulu. begi ini akhirnya jika terlalu ambisi membangun, tdk memikirkan dampak untung rugi. jgn mau dijuluki bpk pembangunan jika ujung""nya menyengsarakan rakyat. sdh waktunya masyrakat mengawal, mengkritik jika ada suatu progaram, pengadaan. sbb selama ini yg bikin bocor pengadaan,program yg tdk tepat sasaran";Negatif
lau di pikir bikin fast train tp jarak nya hanya seberapa km aja...x masuk akal 😂;Negatif
Dulu pendukung jokowi mengolok ngolok sby dengan hambalang... skrng wooosss lebih parah merugikan negra 🤣🤣🤣🤣, ampuuunn, woy klian pendukung jokowi koment kau sini 🤣🤣🤣;Negatif
Wong gak melakukan ngutang kok bingung bayar hutang lucu bin ajaib tanya pada yg ngutang trilyunan;Negatif
Lagian kenapa harus buru buru dari dan ke Jakarta - Bandung, padahal travel banyak, kereta api biasa juga ada. Sekarang travel jadi agak sepi, kereta api biasa jalur jakarta bandung malah dikanibal oleh kereta cepat. Kereta Cepat pemasukannya gak maksimal, masa iya dari Jakarta nyampenya ke pinggiran bandung, kalau mau ke kota malah harus pakai kereta KRL biasa atau angkutan umum, bener bener aneh, kalau untuk urusan bisnis malah ribet dan lebih lama, cocok untuk liburan doang, emang liburan bakalan tiap hari orang jakarta ke bandung? Kan engga.;Negatif
Bener kata bang roki😂😂😂😂😂😂😂😂;Negatif
Jgn di urusin kalau ngak masuk akal 367 THN balik modal ,, kereta udah hancur jadi sampah Utang masih Blm kebayar ,, kasihin aj ke cina ... Mereka bayar pajak... Masih untung .;Negatif
Barter pulau aja ama hutang china.. simpel kan.. biar pak jokowi ga deg-deg an;Negatif
Termul bayar😂😂😂;Negatif
KAI itu BUMN sehat yg dikasi virus bernama KCIC oleh Jokowi. Kesal sekali ( -_-);Negatif
"Jejak buruk Jokowi di Jabar; 1, KCIC utang sampai ratusan tahun, 2. Bandara Kertajati dibiayain trilyunan dan mangkrak, 3, Pagar laut yang merugikan rakyat nelayan dll. Jejak Jokowi yang bikin masalah bagi negara ini, mana ternak mulyono? mereka suruh tanggung jawab, Kami warga Bandung tidak merasa ada manfaatnya dari kereta cepat ini, kereta bisnis Parahyangan sudah cukup";Negatif
ternak2 nya saja suruh bayar utang tuh;Negatif
Mulyono suruh bayar dong;Negatif
Tanggung jawab Jokowi ...!!! Biar aja ... biar Kapok !!!;Negatif
Suruh jokowi dan luhut serta konco2nya yg hrs byr, sy tdk akan pernah ikhlas pajak yg sy bayar buat byr hutang whoosh;Negatif
"Memang hrs dicarikan solusinya tetapi perlu diselidiki tuntas penyebabnya......apakah ada korupsi atau kebijakan yg keliru atau permainan ""kebijakan""";Positif
"Ngapain juga seluruh rakyat indonesia hrus ikut nanggung sesuatu yg hanya dinikmati oleh masyarakat DKI dan Jabar...?? Mohon maaf sebelumnya utk seluruh masyarakat Jabar n DKI. 🙏🙏🙏🙏🙏. 
Tapi logikanya kan begitu kan...??";Negatif
Ide luhut di acc jokowi.;Negatif
"Aneh, begitu banyaknya orang ""pinter"" kok bisa jalamkan proyek ini
...bgmn nih DPR ....pengawasannya";Negatif
SURUH BAYAR GANK SOLO SAMA GANK OPUNG.....;Negatif
"Hutang Whoosh kcik 110 T bingung...apalagi hutang yang total 9200T...lebih lebih bingung....
Namun ..masih berniat masih pengin hutang teroooos....Rakyat bengoooong ke para Eliiiit....
Sedang uang dihambur hambur untuk proyek MBG cita2 nya 100T per tahun..
Lebih bengoooong bagi Rakyat cara berfikir Eliiiit...ini.
Apa kalau jadi Elit..penginnya bisa bikin hutaaaang....apa manis bagiiiiii Eliit..namun pahit...bagiiii.. Rakyat....
....aneh...aneh..aneh...
...😎🤣🤣🤣🤣🤣.";Negatif
"Proyek malu-maluin negara,
Malaysia sama singapura lagi colek2an ngetawain kekonyolan negara konoha 😂";Negatif
JD yang harus disalahkan siapa , maksud saya sebagai rakyat bertanya orang orang yang bertanggung jawab itu dipanggil dan diperiksa ini pasti korup !!!!;Negatif
Pantesan pajak naik terus ternyata ada infrastruktur yang ngawur. Rakyat lg di injek ini mah.;Negatif
rugi karna gk bsa kelola,, perusahaan negara ap yg gak rugi, karna banyak pengelola yg korup;Negatif
jdikan pak jonan menteri perhubungan lg untk bantu menyelesaikan mslah ini .. Presiden skrng hrs nanggung beban2 tol0l yg disebabkan presiden sebelumnya;Negatif
"Ayo Pak Prabowo!! jangan mau dijadikan tumbal dari ulah orang-orang itu!!
tangkap dan adili mereka secepatnya yang terlibat dalamproses Proyek ini!!
10tahun sudah mereka menjabat!! menikmati!! tanpa memikirkan kehancuran rep0blik ini!!
Ayo Pak Presiden!! kami menanti tindakanmu!! tangkap dan adili mereka secepatnya!!
secepatnya blokir dan sita semua Aset-aset kekayaan mereka!!! setelah itu adili mereka se adil-adilnya!!!!";Positif
"persilakan jokowi yang bayar utangnya.

kalau utangnya dibayar negara, jokowi harus buat permintaan maaf kepada seluruh rakyat indonesia di seluruh media nasional setiap hari, sampai utangnya lunas.";Negatif
Spy jkw matinya nanti tdk kroncalan arwahnya tdk gentayangan serta rakyat tdk melaknatnya setiap hari krn telah menipu seluruh rakyat demi kepentingan pribadi dan klgnya, maka dia spy segera diadili seadil adilnya.;Negatif
"Solusiny ada sbnrny 
Gaji pejabat yg mendukung kereta cepat dipotong buat bayar utang. Kan msh banyak tuh pejabat yg msh menjabat";Negatif
TURUNKAN HARGA TIKEY.. BIAR PENUMPANGNYA BANYAK... DAN KERUGIAN BISA DITANGGULANGI;Negatif
Beginilah kalau orang gila tanda tangan di prasasti proyek kereta cepat jadi presiden, ngak peduli bikin bangkrut negara.;Negatif
Tagih laaa ke pembuat kebijakan sembarangan itu yaitu Jokowi cs dan pendukung setianya yg sudah bikin GUOBLOG rakyat yaitu termul bin buzzer boss!!;Negatif
ADILI JOKOWI !!!....anak, menantu & termul²nya 😂😂😂;Negatif
biarin aja bumn yang ada dikonsorsium bangkrut,;Negatif
Wowo di kadalin wiwi 🤣;Negatif
yang bikin hutang lagi sibuk persiapan pemilu 2029 😅;Negatif
Jokowi bertanggung jawab atas beban HUTANG NEGARA YANG LUAR BIASA! Gegara nafsunya biar terlihat sukses. Jangan lupa ya Jokowi, amanah yang Anda terima akan dipertanggungjawabkan di akhirat dan anda tidak akan bisa tenang di sana kelak.;Negatif
P. JONAN sdh Benar;Negatif
Warisan Jokowi 😅;Negatif
Adili jkwi;Negatif
Proyek yg di paksakan oleh rezim lalu, yg secara itung itung ga bisa jln di paksakan akibatnya badan /pt yg terlibat pembiayaanya ikutan tekor / boncos mungkin bisa jalan normal kalo tiketnya di jual 1jt pertanyaan apa ada yg mau naik? Bisa aja ada.. dikit yg mau, mampu.;Negatif
Baru kali ini ada wartawan tempo yg dungu..ijazah itu lh yg paling penting seseorang yg mau jabatan publik itu syarat mutlak..;Negatif
biasanya gw ngebela jokowi soal ijazah krna mnurut gw itu urusan kecil yg di glamorisasi oleh beberapa org dan media tv nasional,tapi utk kasus KCIC ini gw dukung utk pertanggung jawaban org2 yg terlibat termasuk trio kutu kupret ini jokowi-luhut-rini dll...harus diusut diproses dan diadili,seadil-adilnya...;Negatif
Prabowo harus yg bertanggung jawab soal kereta cepat;Negatif
Ibukota nusantara baru juga membebani negara. Bakal mangkrak juga tu.;Negatif
"Paradigma Neo-Liberal dalam Infrastruktur Publik
Sejak era reformasi, kebijakan fiskal Indonesia menghindari beban APBN langsung untuk proyek besar, sehingga pemerintah mengalihkan pembiayaan ke BUMN melalui utang komersial.
Istilahnya: ""APBN sehat, BUMN yang berutang.""
Ini membuat utang tidak terlihat langsung di neraca negara, tapi ditanggung oleh BUMN → contoh PT KAI dipaksa menanggung utang proyek kereta cepat.

Ketakutan Pemerintah terhadap ""Subsidi Besar""
Pemerintah sering menganggap subsidi sebagai beban fiskal.
Subsidi lebih banyak diarahkan ke BBM daripada transportasi massal, walaupun subsidi BBM sebenarnya justru mendorong penggunaan kendaraan pribadi.
BUMN Dijadikan ""Tameng Finansial""
BUMN seperti PT KAI, PLN, Pertamina sering dijadikan kaki tangan fiskal:
Negara ingin membangun infrastruktur tanpa terlihat ""boros"".
Maka proyek diserahkan ke BUMN → BUMN ambil utang → utang BUMN tidak masuk hitungan defisit APBN.
di negara maju, negara bangun infrastruktur publik dengan biaya negara, BUMN hanya sebagai operator hanya menjalankan bisnis eksploitasi usaha , Di Indonesia, BUMN selaku operator dipaksa sekaligus membangun dan menanggung utang.
hal ini sangat penting karena menyentuh paradigma pengelolaan transportasi publik di Indonesia dibanding negara-negara maju. Memang secara teori ekonomi publik, transportasi massal adalah public service obligation (PSO)—artinya wajar jika rugi secara bisnis tetapi untung secara sosial (mengurangi kemacetan, polusi, biaya logistik, waktu tempuh masyarakat).
Namun Indonesia memilih model “quasi-bisnis” —memaksa BUMN seperti PT KAI berperan sebagai korporasi yang mencari laba, bukan sebagai public service provider murni seperti di Jepang, Eropa, atau China.";Positif
