Review;Sentimen
Sulit dipercaya aplikasi ini psetelah sukses pendaftaran & dan melalui proses di keluraan di pake beberapa bulan udah keblokir harus konfirmsi lagi ke pihak terkait dan datang langsung untuk buka blokir,..neberapa bulan kemudian aplikasi minta di update ..terpasang dan tidak bisa di pake data tidak di temukan suruh pendaftaran lagi mulai awal lagi...ini aplikasi digital bukan bikin mudah malahenyulitkan..mohon maaf sebelumnya🙏🙏;Negatif
kalau lupa pin tidak ada caranya terus buat apa scan wajah kalau tidak berfungsi? kenapa harus pin? jika lupa pin ya udah ilang akun?;Negatif
pake scan barcode dr petugas ,, udh gitu mau liat KK , Akte Kelahiran ajja gbisa² pin tidak valid. padahal udh bener dan saya gaperanh ganti pin. tolong di perbarui lagi aplikasinya ditingkatkan lagi KLO emang mau maju pelayanannya. tp saya miris sama orang yang gak ngerti hape harus diarahin begini 🥴;Negatif
ya kirain bikin aplikasi biar praktis klo masih harus ke dukcapil sama aje boong;Negatif
ga bisa di buka aplikasi nya...;Negatif
Pin Udh bener tapi salah mulu dan ga bisa buat risetnya;Negatif
jelek sekali;Negatif
Ayo dong bikin aplikasi yang bagus(ringan dan ga lambat) jangan kebanyakan korupsi dananya.;Negatif
sya ganti hp, masukin pin buat login salah terus.. ini gmn sih..;Negatif
percuma pakai ktp digital tetap dimintai aslinya, harusnya berikan edukasi ke media klo ktp digital juga sah;Negatif
apaan sih gak jelas, hidup Udeh susah masih aja di bikin susah ngapain ngabisin dana buat bikin aplikasi beginian segala,daftar harus offline sedangkan penggunaan nya masih gak jelas karna pake fisik pun masih bisa dan gak ada pembatasan, gak ada keuntungan yang terasa signifikan buat pengguna seenggaknya paling kaga buat lah daftar online, buka rekening bank aja bisa online ini maksa banget buat offline sedangkan masih ga guna;Negatif
UDAH 2025 gak ada perkembangan Udah mau 2024 kok Verifikasi nya datang ke Kantor Dukcapil Online dong internet cepet buat apa ?;Negatif
minta soft copy kartu keluarga sampe skarang ga di email;Negatif
tiap mau masuk harus login daftar ulang;Negatif
kali kali develop aplikasi pemerintahan itu yang memudahkan bukan yang MENYULITKAN yaaa;Negatif
sangat tidak berguna, ganti2 tampilan tapi tetap aja harus login verifikasi ulang meskipun sudah di ho yg sama. . Serasa menggunakan APLIKASI YANG BELUM SELESAI, sebagai rakyat saya sarankan agar aplikasi yg sudah menyerap anggaran ini diperbaiki. kekurangan sangat banyak yang dirasakan masyarakat, dari segi login, loading, fungsi. Berikan yang terbaik untuk Rakyat.;Negatif
aplikasi sering error, akses nya juga susah. sudah di update tetap aja ga bisa. inovasi yang tidak kondusif;Negatif
mau masuk aplikasi selalu trouble padahal koneksi jaringan perangkat saya baik. terus mau lihat KTP saya kok muncul barcode. mau lihat data keluarga loading terus, koneksi untuk masuk buruk padahal jaringan perangkat dan lokasi tempat saya baik. tolong perbaiki!!;Negatif
ngga jelas pengajuan akte lahir anak memiliki nik di tolak terus padahal sudah berulangkali di perbaiki yg salah nya & sekarang harus update lagi malah ngga bisa masukin alamat.. lebih baik nembak lewat orang dalem yg ngha ribet tinggal bayar;Negatif
katanyaa online tapi kenapa harus tetap ke kantor, mempersulit masyarakat;Negatif
Setelah update malah jelek koneksinya muter² ga jelas.;Negatif
"ga jelas apk ini.. kl udah lama ga buka, bgitu berhasil kebuka keterangannya kurang lebih ""pindah ke perangkat baru berhasil"". pertanyaannya selama gw ga buka, di pake perangkat lain lg apa gmn? asli konyol";Negatif
Banyak mempersulit harus ke kator juga mnta QR code Di wilayah desa saya suruh ngumpulin KK yang harus ber QR code;Negatif
kagak bisa di bukak, gk guna;Negatif
aplikasi buruk.. setelah di update malah tidak bisa login.. data dan pin sudah benar tapi katanya data tidak di temukan.. payah nih aplikasi..;Negatif
aplikasi yg belum siap utk bimbing ke era yg lebih modern. mau daftar akun, email verifikasi gk masuk masuk juga. sampe 3 jam nunggu masih juga gak masuk. kalo sekiranya emg belum bisa utk hadapi modernisasi, mending manual dlu aja. biar lebih maksimal pelayanan nya. ini malah niatnya pengen biar lebih cept, malah jadi lebih lambat.;Negatif
"GUNA NYA APA YA? KL APA"" TETEP AJA PAKE FOTO COPY. SDH RAWAN DI BOBOL GAK GUNA PULA. RAWAN KORUPSI.";Negatif
setiap berapa hari sekali harus log in melulu..iya kalau pas perlu ada di di rumah. pas di jalan ya merepotkan sekali;Negatif
kenapa menu pelayanan tidak bisa digunakan di aplikasi ini semua cara sudah di coba;Negatif
menagapa aplikasi ini tdk bisa di Download;Negatif
aplikasinya gak berguna,,, eror aplikasi buatan pemerintah gak ada yg beres...;Negatif
kok tidak bisa masuk ya setelah update;Negatif
DIGITAL tapi daftarnya offline gajelas proyek negara ini;Negatif
setiap di mau di buka selalu kesalahan erorlah apalah.;Negatif
aplikasi ikd di perbarui bukannya memudahkan untuk login eh malah makin sulit untuk login udah verifikasi pin tetap aja tidak bisa masuk padahal pin sama dengen pin masuk di aplikasi ikd yang versi lama, tapi kenapa tidak bisa masuk?;Negatif
aplikasi rawan;Negatif
"bikin Aplikasi IKD gunnya cuma buat foto KTP doang ? gak bisa pindah alamat di sini ? gak bisa ngapa""in , buat apa anjir gak guna";Negatif
mau cetak e- KTP aja serumit itu, scan QR code, diulang2 ga ada respon;Negatif
gabisa login suruh update, udah update suruh update lagi dalem aplikasi;Negatif
Di era semakin canggih nya teknologi, aplikasi ini sungguh kurang berguna dan mempersulit bagi semua pengguna. Jika memang di wajibkan atau di anjurkan untuk mendaftar e-KTP digital seharusnya cukup memasukan Nik dan data yang valid saja sudah cukup. Atau bisa juga vcall, atau verifikasi lainnya, norak sumpah aplikasi ampas masih kurang canggih jika masih menyulitkan pengguna, malu dengan namanya e-KTP digital tapi tidak bisa online verifikasinya. 😂😂;Negatif
gak hanya pemerintah yg parah , aplikasi nya juga parah minta izin udah semua nya di izinkan tapi tetap di suruh minta izin penyimpanan, gak jelas;Negatif
tidak kompetibel dengan perangkat.. makin menyebalkan, di suruh daftar kita daftar, isntal..l eh tau tau ada update perangakat tidak kompetibel.. aplikasi pemerintah emang memyebalkan, ndak cuma IKD. anggaran segunung aplikasi g bermfaat tidak memudahkan;Negatif
kenapa hp saya tidak bisa download ikd ini di hp Vivo saya;Negatif
kenapa setiap aplikasi yg dipegang pemerintah mesti bapuk semua?;Negatif
setiap mau buka aplikasi harus daftar ulang mulu. gmna ini apk tolong di benerin.;Negatif
ribet bget mau daftar aja harus scan qr yang ada di kantornya, posisi diluar kota. bukanya memudahkan tp mesnyusahkan;Negatif
aplikasi ga guna. kadang ngurus administrasi masih tnya fotocopy. buang2 anggaran;Negatif
kalau perlu barcode ke kantornya sama saja mempersulit atu. bedanya apa membuat secara langsung datang dan lewat aplikasi;Negatif
scan barcode ke petugas sangat menyulitkan. apk sampah!;Negatif
aplikasi dollok kependudukan;Negatif
hati hati penipuan,jika ada telp abaikan saja,minta tf 10 rb rupiah untuk perbaikan data ,yang akhrinya berpindah semua isi rekening kita;Negatif
sudah login masuk berhasil, kettika aplikasi update keluar dan tidak bisa masuk lagi;Negatif
makin gk maju indonesia harus tetep ngadep ma petugas;Negatif
aplikasi ga jelas... ngapain harus onlen.. kalo nyata nya harus datang ke ducapil dulu;Negatif
harus barcode ke petugas dukcapil ribet kalau yang jauh;Negatif
cacat;Negatif
aplikasi sampah ,sudah di update malah ga bisa di buka;Negatif
mohon dikasih opsi download dokumen, ujung2 nya yg di minta fotocopy kk, ktp dll..;Negatif
gak ad gunanya,buat apa bikin aplikasi yang kata nya online tpi harus datang ke kantor buat scan barcode.gk jelaaaaaaas;Negatif
gua lupa pin dan harus ke capil ngurus nya ribet jadi nya aturan nya kasih solusi ganti pin nya lewat email atau gimana;Negatif
masa gak bisa buat hp android lama. jangan menyamaaratakan keadaan ekonomi orang lain min;Negatif
bukannya mempermudah malah mempersusah, Inget rakyat negara ini dah susah, Kelen kayak gak niat bikin aplikasi ya bujang, supaya apa? supaya nambah anggaran kerjaan Kelen?;Negatif
aplikasi ribet udh mah mau daftar ke cappil ribet juga;Negatif
dikira mempermudah ternyata sama aja semua dipersulit, emang kocak;Negatif
app bikin susah orang saja..;Negatif
Banyak pelayanan yang tidak ditanggapi, lebih baik dibuat waktu atau esgimasi dalam pengajuan. jika memang tidak bisa lebih baik diTolak;Negatif
disediakan APLIKASI tapi harus tetap ke dukcapil, trus gunanya aplikasi buat apa..??;Negatif
yang bikin logo aplikasi dengan tulisan IKD anda sekolah desain atau tidak?????;Negatif
ngapain download kalau harus datang ke kantor kecamatan wkwkwk;Negatif
buruk;Negatif
Apanya yg digital kalo daftar aja harus ketemu sama petugas kependudukan setempat!! aplikasi pemerintah tapi ribet bikin repot masyarakat!!!;Negatif
malah mempersulit, jelek;Negatif
masih gini nih Indonesia..?????;Negatif
apa apaan ini? mau memuat akun aja suruh daftar ulang, pas masukin akun lama malah akun tidak ditemukan sandi salah, cara gantinya gimana kocak? orang tua boleh jelek dalam membuat apk, karyanya jangan jelek2 lah;Negatif
udah daftar tetap ga bisa pas mau verifikasi pin aneh banget;Negatif
Aplikasi gagal🤣. Baru masukin data untuk daftar akun, malah ga bisa dikirim. Tapi ketika mau dibatalin, malah disuruh baca dengan seksama. Sementara juga ga ada info kontak yang bisa dihubungi untuk konsultasi atau sejenisnya. Perbaiki aplikasinya, atau seklian hapus aja. Progal hahahaha;Negatif
aplikasi sama seperti birokrasi ribet, gak jelas;Negatif
apk aneh, masa pendaftaran harus scan barcode kekantor kecamatan segala,;Negatif
ini bukan mempermudah sama aja kalau masih harus datang ke kantornya untuk scan;Negatif
verifikasi muka ngebug;Negatif
aplikasi sangat sangat buruk dan ribet di jaman digitalisasi harusnya lebih mudah dan efisein lagi;Negatif
udah di barcode tetep eror ...mungkin dukcapil blm siap nerjunin apk ini ..;Negatif
mohon untuk dikaji kembali persyaratan scane barcode yang diberikan oleh admin dukcapil, karena kami ingin melakukan daftar online karena terkendala jarak dan waktu, kalau harus minta barcode ke admin dukcapil lagi, buat apa kami daftar online;Negatif
Aplikasi yg tidak bermanfaat. selama ini belum pernah merasakan manfaatnya IKD, semua urusan termasuk urusan administrasi pemerintahan selalu minta salinan fisik KTP dan KK. ngurus SIM, pajak, dll. Di samping itu aplikasinya sering error, dan harus registrasi dari awal lagi, swafoto lagi.;Negatif
gk bisa screenshot;Negatif
very bad, pemerintah gak mampu bikin apk yg bagus? sini gw ajarin;Negatif
jika belum pernah daftar akun...mendaftar tidak bisa online...harus ke kantor langsung...untuk dpat kode persetujuan... apk ini saat mau daftar kamera error...;Negatif
admin tolong mau pindah alamat KK lewat fitur pelayanan dari tgl 5/11 sampe sekarang masih status permohonan aja;Negatif
aplikasi aneh, buang² anggaran download ktp,kk bingung caranya bagaimana bukan mempermudah tapi memperbingung;Negatif
gimana si awal masuk disuruh masukin data diri, terakhir disuruh masukin pin, tapi pas masukin pin malah salah. maksudnya gimana si ?;Negatif
Aplikasi aneh,,,,, cukup bintang 1;Negatif
Baru satu bulan aplikasi sudah tidak bisa digunakan, dengan keterangan data tidak ditemukan, verifikasi ulang online mentok di verifikasi wajah, kamera tidak bisa di klik.;Negatif
dobol kuro!;Negatif
pendaftaran online..tp harus scan barcode ke kantor nya ..lucu yaa kalah sama aplikasi yg khusus buat kota sukabumi yg mocilegit... itu daftar nya gampang... ga perlu scan barcode ke kantor.. udah kabupaten..ribet pula;Negatif
waspada banyak aplikasi palsu;Negatif
anggaran doang yg besar soal aplikasi sepele begini kualitas jelek;Negatif
Sudah pernah didaftarkan di dukcapil, namun sekarang ketika dibuka aplikasi tidak bisa muncul datanya, sudah dimasukkan semua biodata kembali, namun tetap tidak bisa terbuka...;Negatif
aplikasi gagal.;Negatif
Data sering error, e-KTP tidak ditemukan.;Negatif
pas isi formulir tidak ada kolom PIN, pas akhir malah di suruh masukan PIN. LAWACK;Negatif
aplikasi sampah taip kali masuk ribed, lama ga diakses blank dan susah masuk lagi;Negatif
suruh verifikasi PIN. pin aja ga tau darimna. percuma juga ga ada tanggepan;Negatif
aplikasi payah, berbasis online tapi harus dikantornya.;Negatif
kenapa harus ketemu dengan petugas untuk scan barcode;Negatif
Pengajuan dari tgl 03 sampai tgl 07 belum selesai juga, pelayanannya lama banget, padahal apk di buat untuk mempermudah tapi pelananya lama .;Negatif
aplikasi ga guna katanya pengambilan foto buat pencocokan wajah udah masuk frame dan udah pas, pencahayaan bagus, udah dari semua angle juga tetep gak bisa, salah terus anehhhh;Negatif
aplikasi sampah!;Negatif
aplikasi mentok ferifikasi wajah. susah bener dah pemerentah.;Negatif
aplikasinya jelek banget, ini pemerintah bikin aplikasih kok gini banget, lama banget;Negatif
ga bagus;Negatif
kenapa harus barcode padahal wajah sama data sudah benar;Negatif
Aplikasi aneh;Negatif
gunanya online apa kalo harus tetap ke kantor ,, nyusahin yg kerja di luar negri;Negatif
udh lama nunggu verifikasi email belum ada juga keselllll canda ini apk hhhha;Negatif
aplikasi lawak..sok2an digital nyatanya semuanya g bisa online..;Negatif
aplikasi boomer bodoh;Negatif
berulang ulang gagal mulu disaat mau ambil barcode ke petugas... aplikasinya berat banget lama loading nya;Negatif
busuuk;Negatif
aplikasi gak guna gini sekelas pemerintah pejabat pusat staf IT kayak gini kerjanya, gak guna.;Negatif
APLIKASI GA BERGUNA;Negatif
Kalau sudah ada aplikasi harusnya gk perlu manual fotocopy berkas bawa hardcopy ke kelurahan dan kecamatan bisa mengakses layanan di aplikasi buat apa aplikasi fungsinya hanya KTP padahal ada layanan pindah dan akte harus bisa mengajukan dari layanan aplikasi itu;Negatif
ternyata tdk online..ttp ke kantor utk scan barcode;Negatif
ribet dah bukannya memudahkan sama aja harus datang ke kantor desa/ kelurahan;Negatif
gk bsa di buka;Negatif
"astaga, tolong lah kenapa ini gabisa masuk"" setelah masukin pin gabisa masuk padahal pin sudah benar dan diulangi tetep saja tidak bisa.";Negatif
kenapa ga bisa dibuka;Negatif
pendaftaran online tapi diminta scan barcode dengan berhadapan langsung dengan petugas;Negatif
udh jaman digital masih aja hrs tatap muka;Negatif
aplikasi gak berguna;Negatif
aplikasi sampah, udah daftar masukin nik, foto selfie ehh diujungnya di suruh minta barcode sama petugas 😂 langsung di apus lagi dah ini aplikasi;Negatif
Katanya bisa online? Mana?;Negatif
kenapa tiba tiba apk ilang dari HP dan ga bisa di download lagi padahal udah di daptarin;Negatif
Lemot, Lola dan Digital yang tidak digital. mau download KTP sama KK aja susah banget;Negatif
Parah x harus scan barcode🥲🥲🥲;Negatif
Seperti biasanya aplikasi buatan pemerintah itu jelek bgt . masa mau akses pelayanan cuman loading muter muter doang , padahal pakai Wifi . Coba pakai data juga sama . Emang aplikasinya jelek bgt. Anggaran gede bikin aplikasi yang bagus sulit.;Negatif
Aneh pertama buka aplikasi terus mau proses daftar ikd, semua data yang diminta udah di cantumkan tapi PIN tidak di minta giliran di proses akhir disuruh masukin PIN, sedangkan dari awal tidak ada kolom buat masukin PIN, saya cek di email nggk ada juga, trus ini saya gimna cara buat akunnya coba, gak jelas!;Negatif
Aplikasi kaga jelas, gk bisa login/sign in mau keluar gk bisa bisa d suruh baca seksama, Aplikasi gk guna;Negatif
Disuruh donlod biar mencapai target;Negatif
harunya bisa di screenshot,, gimana kalo ada apa2 di Jalan sedangkan ktp fisik ga jadi jadi hampir setahun, buka apk harus punya kouta, saya heran pelayanan di kecamatan baros kab serang kebanyakan pungli bikin ktp hampir setahun ga jadi2 sedangkan yg pake uang sogokan 1 hari sudah jadi;Negatif
mau daftar aja susah banget Uda coba puluhan kali tetep sistem eror;Negatif
ribet;Negatif
gak bisa foto wajah karna gak bisa di klik;Negatif
aplikasinya pengurusan online tapi harus datang langsung buat scan qr kan kocak.aplikasi gaguna;Negatif
mempersulit rakyat yang mau bikin KTP.;Negatif
ngapain bikin aplikasi beginian klo ujung nya msh manual. gua kira serba digital, ini msh hrs ketemu petugas buat scan. pantes rating nya rendah, dan emg rata2 aplikasi pemerintah rendah semua ratingnya.;Negatif
scan barcode ga muncul,kenapa harus ke kantor dukcapil scan barcode nya katanya sudah berbasis online nyatanya! misalkan sudah ke dukcapil juga tetap gak bisa cetak langsung KTP dengan alasan blanko nya HABIS jurus jitu.;Negatif
belibet;Negatif
apknya tidak baguss tidak di sarankan untuk mendonload aplikasi ini👎👎👎👎;Negatif
kenapa pas masukan nomor sandi suruh ulang2 terus? padhal sebelumnya saya sudah pernah masuk. udah dicoba berkali2 dan lain hari, lain bulan pun masih sama aja ga bisa dan kek gitu2 aja terus, klo begitu aplikasi ini ga ada guna mending dihapus aja dari pada bikin ribet, itu aja pas aku habis bikin kk disuruh bikin kk digital kata petugas kecamatan,sekarang malah ga ada guna aplikasinya ga bisa kebuka2 data saya.;Negatif
